id,num_orders
1028232,206.83058
1262649,206.83058
1453211,206.83058
1262599,206.83058
1495848,206.83058
1342607,206.83058
1358429,206.83058
1475006,206.83058
1009709,206.83058
1460444,545.46375
1476535,250.44536
1297121,250.44536
1141103,250.44536
1274933,250.44536
1435122,250.44536
1486477,250.44536
1195364,250.44536
1301491,250.44536
1059056,250.44536
1098228,250.44536
1080847,250.44536
1064602,250.44536
1093227,250.44536
1177861,250.44536
1259611,250.44536
1274836,250.44536
1030333,250.44536
1249982,250.44536
1188591,250.44536
1316160,544.58105
1419545,544.58105
1062437,544.58105
1181575,845.538
1143023,524.72504
1278339,544.58105
1282203,544.58105
1080746,544.58105
1296937,544.58105
1210564,544.58105
1390579,281.49677
1436947,281.49677
1045739,281.49677
1318087,281.49677
1223698,281.49677
1436625,281.49677
1383644,281.49677
1045356,281.49677
1121593,281.49677
1114635,281.49677
1332667,771.4517
1039351,771.4517
1319273,771.4517
1305518,771.4517
1327143,771.4517
1272171,487.871
1223757,487.871
1090089,487.871
1128850,487.871
1446344,771.4517
1237947,545.46375
1452835,545.46375
1029462,545.46375
1365321,545.46375
1377892,545.46375
1378346,545.46375
1261333,545.46375
1427333,545.46375
1157382,545.46375
1168967,545.46375
1306954,470.35602
1342909,470.35602
1244760,470.35602
1431361,470.35602
1276681,470.35602
1148958,470.35602
1184174,470.35602
1323560,470.35602
1066229,470.35602
1025558,470.35602
1083889,281.49677
1378453,281.49677
1434331,281.49677
1311554,281.49677
1111904,281.49677
1430955,281.49677
1455829,281.49677
1182896,281.49677
1205862,281.49677
1215917,281.49677
1409427,263.1128
1100468,263.1128
1411863,263.1128
1010693,263.1128
1004925,263.1128
1265382,263.1128
1239027,263.1128
1462013,263.1128
1464784,263.1128
1440692,263.1128
1268331,416.28906
1030648,416.28906
1033468,416.28906
1452010,416.28906
1164883,416.28906
1265395,416.28906
1214244,416.28906
1307226,416.28906
1425834,416.28906
1105463,416.28906
1245977,263.1128
1352817,263.1128
1245183,282.96878
1490092,263.1128
1278462,282.96878
1090267,263.1128
1231613,282.96878
1164334,263.1128
1300150,282.96878
1231259,282.96878
1243020,266.14648
1433764,266.14648
1124103,266.14648
1031825,266.14648
1437782,246.29048
1087645,266.14648
1185456,266.14648
1450862,266.14648
1465438,266.14648
1035890,246.29048
1267165,333.98108
1262997,333.98108
1088775,333.98108
1217709,333.98108
1430418,333.98108
1275478,333.98108
1435295,333.98108
1346982,333.98108
1160970,333.98108
1310566,333.98108
1014151,537.05524
1374002,537.05524
1417996,537.05524
1141881,537.05524
1219590,537.05524
1373220,537.05524
1355558,537.05524
1042282,537.05524
1323969,537.05524
1480827,537.05524
1161084,281.49677
1351984,281.49677
1196384,281.49677
1231951,281.49677
1004647,281.49677
1441493,281.49677
1337172,576.51514
1127689,281.49677
1321298,281.49677
1475476,281.49677
1207745,416.00778
1332437,396.1518
1295195,416.00778
1238168,756.04865
1401191,736.1926
1320351,416.00778
1015073,416.00778
1440436,416.00778
1488196,396.1518
1084735,416.00778
1312130,263.1128
1284072,263.1128
1390606,263.1128
1177870,263.1128
1217412,263.1128
1391279,263.1128
1000635,263.1128
1070142,263.1128
1158077,263.1128
1263948,263.1128
1240615,674.0219
1397490,674.0219
1355088,674.0219
1401705,674.0219
1422185,674.0219
1390157,674.0219
1460838,674.0219
1377519,674.0219
1310657,674.0219
1491023,674.0219
1067356,674.0219
1282200,333.98108
1137357,674.0219
1396043,333.98108
1269970,333.98108
1350440,333.98108
1308326,333.98108
1242087,333.98108
1043619,674.0219
1222185,674.0219
1497941,281.49677
1278537,281.49677
1355035,281.49677
1143583,281.49677
1020166,281.49677
1406416,281.49677
1203123,281.49677
1480428,281.49677
1420069,281.49677
1125502,281.49677
1249505,289.90527
1206767,289.90527
1094469,289.90527
1278323,289.90527
1173977,289.90527
1140787,289.90527
1116819,289.90527
1252003,584.92365
1352888,289.90527
1128508,289.90527
1034558,206.83058
1176365,206.83058
1094576,206.83058
1392466,206.83058
1055474,206.83058
1217360,206.83058
1271801,206.83058
1345064,206.83058
1401294,206.83058
1024879,206.83058
1001797,242.03687
1131807,242.03687
1494899,242.03687
1268958,242.03687
1288154,242.03687
1203405,242.03687
1040370,242.03687
1044833,242.03687
1350447,242.03687
1347690,242.03687
1025721,303.09036
1457412,303.09036
1251774,303.09036
1380718,303.09036
1262455,303.09036
1043759,303.09036
1153098,303.09036
1142567,303.09036
1044267,303.09036
1263998,303.09036
1185434,333.98108
1101049,674.0219
1101699,674.0219
1089294,674.0219
1480593,333.98108
1339799,674.0219
1261433,674.0219
1397430,333.98108
1083089,333.98108
1138673,674.0219
1306281,263.1128
1042427,263.1128
1039235,263.1128
1270474,263.1128
1387994,263.1128
1204001,263.1128
1146761,263.1128
1160004,263.1128
1274185,263.1128
1271542,263.1128
1470774,223.65291
1299041,223.65291
1105837,223.65291
1082803,223.65291
1023822,223.65291
1312925,223.65291
1089746,223.65291
1133734,223.65291
1096643,223.65291
1095601,223.65291
1236999,333.98108
1129005,333.98108
1060160,333.98108
1139012,333.98108
1009801,333.98108
1499374,333.98108
1130038,333.98108
1136954,333.98108
1214539,333.98108
1341789,333.98108
1402501,246.29048
1305350,246.29048
1416500,246.29048
1061620,246.29048
1356623,246.29048
1135009,246.29048
1039371,246.29048
1358442,246.29048
1330108,246.29048
1368952,246.29048
1402068,416.00778
1414079,416.00778
1027086,416.00778
1376822,416.00778
1473650,416.00778
1318829,416.00778
1485144,416.00778
1440877,416.00778
1259634,416.00778
1197323,416.00778
1334064,282.96878
1474493,263.1128
1452523,263.1128
1109460,282.96878
1397686,582.1573
1436925,263.1128
1271835,282.96878
1266289,263.1128
1172743,562.3013
1028916,582.1573
1373369,674.0219
1159100,674.0219
1078309,674.0219
1444543,674.0219
1403090,674.0219
1091288,674.0219
1357059,674.0219
1258709,674.0219
1016250,674.0219
1291439,674.0219
1487991,281.49677
1173983,281.49677
1455460,281.49677
1093777,281.49677
1284038,281.49677
1398418,281.49677
1100317,281.49677
1050205,281.49677
1355831,281.49677
1205352,281.49677
1352373,281.49677
1145134,576.51514
1285247,281.49677
1485963,281.49677
1410494,281.49677
1194947,281.49677
1479842,576.51514
1141874,281.49677
1219813,281.49677
1020182,281.49677
1083024,416.00778
1027186,396.1518
1226206,416.00778
1193020,396.1518
1208269,736.1926
1441531,396.1518
1201640,416.00778
1412072,736.1926
1063733,736.1926
1196516,396.1518
1115748,301.35275
1281521,301.35275
1451363,301.35275
1430974,301.35275
1461605,301.35275
1248805,301.35275
1365062,301.35275
1413517,301.35275
1079468,596.37115
1462434,301.35275
1171225,223.65291
1113088,522.84143
1421572,223.65291
1231421,522.84143
1155226,522.84143
1050090,223.65291
1462159,522.84143
1262088,223.65291
1059783,522.84143
1068765,223.65291
1221985,223.65291
1301321,223.65291
1463289,223.65291
1275946,223.65291
1400875,223.65291
1348564,223.65291
1273247,223.65291
1017611,223.65291
1062279,223.65291
1237961,223.65291
1224992,242.03687
1311411,242.03687
1058810,242.03687
1180280,242.03687
1171237,242.03687
1345370,242.03687
1361205,242.03687
1020415,242.03687
1490702,242.03687
1214923,242.03687
1295739,263.1128
1371494,263.1128
1242910,263.1128
1297462,263.1128
1408420,263.1128
1468795,263.1128
1322980,263.1128
1278810,263.1128
1286425,263.1128
1287421,263.1128
1117909,281.49677
1387886,281.49677
1344564,281.49677
1155339,281.49677
1270105,281.49677
1299390,281.49677
1402691,281.49677
1435663,281.49677
1499834,576.51514
1185266,576.51514
1485491,576.51514
1493366,281.49677
1244054,281.49677
1339975,576.51514
1493137,576.51514
1482630,576.51514
1237519,576.51514
1414111,281.49677
1290325,281.49677
1064432,281.49677
1220040,282.96878
1275484,263.1128
1272211,282.96878
1290617,282.96878
1321339,282.96878
1458201,282.96878
1219875,263.1128
1085852,263.1128
1334748,263.1128
1224780,282.96878
1198616,281.49677
1177611,281.49677
1077911,281.49677
1305831,281.49677
1098936,281.49677
1189364,281.49677
1495457,281.49677
1193672,281.49677
1177716,281.49677
1125817,281.49677
1093651,396.1518
1009004,416.00778
1447838,416.00778
1339194,416.00778
1027184,416.00778
1366421,416.00778
1395557,396.1518
1382148,416.00778
1066186,396.1518
1437787,416.00778
1106809,333.98108
1318582,674.0219
1438968,674.0219
1361549,333.98108
1057783,333.98108
1004386,333.98108
1315211,333.98108
1428093,674.0219
1163409,674.0219
1040148,674.0219
1460445,301.35275
1180058,301.35275
1462684,301.35275
1138520,301.35275
1317061,301.35275
1054840,281.49677
1438974,301.35275
1002774,301.35275
1159437,301.35275
1089638,301.35275
1443523,281.49677
1163835,301.35275
1494285,301.35275
1318970,281.49677
1230640,281.49677
1350989,281.49677
1469698,301.35275
1157662,281.49677
1365942,281.49677
1241167,281.49677
1450701,301.35275
1224760,301.35275
1363494,301.35275
1324577,301.35275
1491314,301.35275
1158272,281.49677
1412751,301.35275
1112151,301.35275
1219827,576.51514
1187185,596.37115
1257724,242.03687
1138065,242.03687
1331635,242.03687
1089050,242.03687
1209677,242.03687
1178390,242.03687
1232486,242.03687
1165663,242.03687
1115081,242.03687
1294491,242.03687
1040703,537.05524
1012461,537.05524
1431639,537.05524
1121810,537.05524
1054385,537.05524
1106975,537.05524
1094087,537.05524
1140825,537.05524
1340524,537.05524
1133545,537.05524
1259591,470.35602
1327142,470.35602
1249310,470.35602
1337116,470.35602
1426288,470.35602
1178106,470.35602
1112605,470.35602
1297011,470.35602
1015985,470.35602
1413327,470.35602
1173972,753.9367
1350644,753.9367
1103990,753.9367
1093038,753.9367
1435909,753.9367
1158632,753.9367
1044666,753.9367
1022214,470.35602
1109852,470.35602
1103251,470.35602
1113951,281.49677
1075058,281.49677
1395991,281.49677
1060374,281.49677
1344988,281.49677
1379139,281.49677
1216578,281.49677
1347909,281.49677
1124487,281.49677
1314422,281.49677
1026962,576.51514
1019750,281.49677
1052756,576.51514
1199363,281.49677
1268913,281.49677
1301467,281.49677
1203194,281.49677
1182935,281.49677
1163522,281.49677
1072037,281.49677
1398096,206.83058
1094768,206.83058
1458256,206.83058
1469568,206.83058
1042422,206.83058
1281477,206.83058
1427545,206.83058
1398303,206.83058
1297500,206.83058
1184259,206.83058
1359066,250.44536
1328835,250.44536
1375031,250.44536
1180363,250.44536
1079995,250.44536
1468705,250.44536
1041884,250.44536
1161571,250.44536
1049477,250.44536
1363599,250.44536
1138175,223.65291
1165312,223.65291
1419232,223.65291
1093243,223.65291
1146579,223.65291
1250371,223.65291
1441494,223.65291
1146752,223.65291
1427935,223.65291
1012377,223.65291
1264350,263.63046
1169852,263.63046
1392031,558.6488
1140763,558.6488
1359423,558.6488
1145373,558.6488
1381586,558.6488
1486989,558.6488
1061075,558.6488
1018684,558.6488
1165135,576.51514
1365978,281.49677
1425692,281.49677
1352787,576.51514
1106798,281.49677
1151845,281.49677
1446773,281.49677
1000259,281.49677
1361688,281.49677
1339452,281.49677
1296483,301.35275
1265643,301.35275
1243332,301.35275
1017985,301.35275
1002910,301.35275
1214298,301.35275
1265634,281.49677
1490788,301.35275
1054015,301.35275
1394286,301.35275
1020966,281.49677
1210680,281.49677
1007010,281.49677
1426974,301.35275
1167015,301.35275
1208134,301.35275
1088146,301.35275
1384893,281.49677
1295493,281.49677
1237768,281.49677
1134786,487.871
1052017,487.871
1209585,487.871
1115016,487.871
1101235,487.871
1448019,771.4517
1315737,487.871
1039269,487.871
1436545,487.871
1445418,487.871
1001412,223.65291
1389027,223.65291
1406711,223.65291
1070287,223.65291
1084653,223.65291
1137633,223.65291
1233884,223.65291
1315294,223.65291
1282318,223.65291
1206406,223.65291
1245457,421.09036
1324576,421.09036
1054723,421.09036
1240913,421.09036
1403942,421.09036
1004923,421.09036
1429694,421.09036
1029910,421.09036
1228946,421.09036
1119476,421.09036
1306935,438.60535
1349929,438.60535
1391689,438.60535
1350008,438.60535
1017175,438.60535
1230601,438.60535
1353563,438.60535
1460117,438.60535
1366885,438.60535
1096075,438.60535
1117594,396.1518
1486028,396.1518
1135738,396.1518
1222614,396.1518
1406377,396.1518
1244061,396.1518
1003197,396.1518
1289790,396.1518
1036601,396.1518
1050954,396.1518
1492614,281.49677
1468175,281.49677
1127745,281.49677
1356109,281.49677
1288414,281.49677
1186700,281.49677
1088403,281.49677
1133590,281.49677
1155657,281.49677
1348738,281.49677
1497813,582.1573
1094690,582.1573
1152196,562.3013
1003610,562.3013
1479704,282.96878
1068127,582.1573
1222762,562.3013
1324076,263.1128
1473003,582.1573
1343036,582.1573
1255407,281.49677
1338733,281.49677
1482136,281.49677
1147855,281.49677
1311799,281.49677
1306558,281.49677
1494027,281.49677
1265348,576.51514
1083041,576.51514
1003331,281.49677
1123214,537.05524
1038791,537.05524
1134852,537.05524
1403461,537.05524
1002912,537.05524
1089089,537.05524
1082554,242.03687
1353572,242.03687
1015394,537.05524
1320654,537.05524
1108704,223.65291
1349640,223.65291
1233603,223.65291
1240827,223.65291
1054033,223.65291
1398644,223.65291
1303762,223.65291
1272724,223.65291
1423160,223.65291
1055961,223.65291
1481640,242.03687
1031471,242.03687
1241213,242.03687
1055152,242.03687
1075123,242.03687
1365959,242.03687
1195304,242.03687
1211091,242.03687
1373638,537.05524
1091949,537.05524
1485637,281.49677
1214130,281.49677
1277790,281.49677
1014247,281.49677
